GUID,requiredDVNs,optionalDVNs,DVN_FEES_ARRAY,RequiredDVN_Mapping,OptionalDVN_Mapping
0x0436d8dedd136d35dbfc561e073b1507bc69bab589b2a314713f66d6d5fcf99f,[ 0x9e059a54699a285714207b43b055483e78faac25;0xd56e4eab23cb81f43168f9f45211eb027b9ac7cc ],[ 0x554833698ae0fb22ecc90b01222903fd62ca4b47;0xa0af56164f02bdf9d75287ee77c568889f11d5f2;0xc2a0c36f5939a14966705c7cec813163faeea1f0 ],[ 11721192073441;11721192073441;11991707132353;11991707132353;11991707132353 ],"[('LayerZero Labs', '11721192073441'), ('Google Cloud', '11721192073441')]","[('Canary', '11721192073441'), ('Luganodes', '11721192073441'), ('Deutsche Telekom', '11991707132353')]"
0x18112e27712ad4cb939d12d42a4cb1d90875627b59eadcd6e6144ec6f3157dcc,[ 0x554833698ae0fb22ecc90b01222903fd62ca4b47;0x5b6735c66d97479ccd18294fc96b3084ecb2fa3f;0xc2a0c36f5939a14966705c7cec813163faeea1f0 ],[ ],[ 2345400000000;2345400000000;2345400000000 ],"[('Canary', '2345400000000'), ('P2P', '2345400000000'), ('Deutsche Telekom', '2345400000000')]","[('Unknown DVN', '2345400000000')]"
0x3b4f2cde2b0ffa9a25c2c8d4f908d2c40f39b5303316c52c3ae102c158d45f4a,[ 0x9e059a54699a285714207b43b055483e78faac25;0xd56e4eab23cb81f43168f9f45211eb027b9ac7cc ],[ 0x554833698ae0fb22ecc90b01222903fd62ca4b47;0xa0af56164f02bdf9d75287ee77c568889f11d5f2;0xc2a0c36f5939a14966705c7cec813163faeea1f0 ],[ 6315995086539;6315995086539;6461762835435;6461762835435;6461762835435 ],"[('LayerZero Labs', '6315995086539'), ('Google Cloud', '6315995086539')]","[('Canary', '6315995086539'), ('Luganodes', '6315995086539'), ('Deutsche Telekom', '6461762835435')]"
0x9dca277de925905ef919847b38d337ab26220ebea75ab6349826514eb907e2da,[ 0x9e059a54699a285714207b43b055483e78faac25;0xd56e4eab23cb81f43168f9f45211eb027b9ac7cc ],[ 0x554833698ae0fb22ecc90b01222903fd62ca4b47;0xa0af56164f02bdf9d75287ee77c568889f11d5f2;0xc2a0c36f5939a14966705c7cec813163faeea1f0 ],[ 6315995086539;6315995086539;6461762835435;6461762835435;6461762835435 ],"[('LayerZero Labs', '6315995086539'), ('Google Cloud', '6315995086539')]","[('Canary', '6315995086539'), ('Luganodes', '6315995086539'), ('Deutsche Telekom', '6461762835435')]"
0xb74fe300b9ae8e88ea42643a46d021ddb83c82db83d3424453819ac0f682e638,[ 0x9e059a54699a285714207b43b055483e78faac25;0xcd37ca043f8479064e10635020c65ffc005d36f6;0xd56e4eab23cb81f43168f9f45211eb027b9ac7cc ],[ 0x133e9fb2d339d8428476a714b1113b024343811e;0x554833698ae0fb22ecc90b01222903fd62ca4b47;0x5b6735c66d97479ccd18294fc96b3084ecb2fa3f;0xa7b5189bca84cd304d8553977c7c614329750d99;0xb3ce0a5d132cd9bf965aba435e650c55edce0062;0xc2a0c36f5939a14966705c7cec813163faeea1f0;0xcdf31d62140204c08853b547e64707110fbc6680;0xdd7b5e1db4aafd5c8ec3b764efb8ed265aa5445b;0xeede111103535e473451311e26c3e6660b0f77e1 ],[ 19333914324446;19155430261060;19333914324446;20137092609681;19780124482910;19780124482910;19333914324446;19155430261060;19780124482910;19155430261060;19155430261060;19155430261060 ],"[('LayerZero Labs', '19333914324446'), ('Nethermind', '19155430261060'), ('Google Cloud', '19333914324446')]","[('BitGo', '19333914324446'), ('Canary', '19155430261060'), ('P2P', '19333914324446'), ('Horizen', '20137092609681'), ('BCW Group', '19780124482910'), ('Deutsche Telekom', '19780124482910'), ('Stargate', '19333914324446'), ('BWare', '19155430261060'), ('Omni X', '19780124482910')]"
0x6db3cdf1b511ee615b88edecdb57ad3046c9e5695ceec888a603f30335dc598f,[ 0x9e059a54699a285714207b43b055483e78faac25;0xcd37ca043f8479064e10635020c65ffc005d36f6;0xd56e4eab23cb81f43168f9f45211eb027b9ac7cc ],[ 0x133e9fb2d339d8428476a714b1113b024343811e;0x554833698ae0fb22ecc90b01222903fd62ca4b47;0x5b6735c66d97479ccd18294fc96b3084ecb2fa3f;0xa7b5189bca84cd304d8553977c7c614329750d99;0xb3ce0a5d132cd9bf965aba435e650c55edce0062;0xc2a0c36f5939a14966705c7cec813163faeea1f0;0xcdf31d62140204c08853b547e64707110fbc6680;0xdd7b5e1db4aafd5c8ec3b764efb8ed265aa5445b;0xeede111103535e473451311e26c3e6660b0f77e1 ],[ 16507618977267;16355226302797;16507618977267;17193386012384;16888600663443;16888600663443;16507618977267;16355226302797;16888600663443;16355226302797;16355226302797;16355226302797 ],"[('LayerZero Labs', '16507618977267'), ('Nethermind', '16355226302797'), ('Google Cloud', '16507618977267')]","[('BitGo', '16507618977267'), ('Canary', '16355226302797'), ('P2P', '16507618977267'), ('Horizen', '17193386012384'), ('BCW Group', '16888600663443'), ('Deutsche Telekom', '16888600663443'), ('Stargate', '16507618977267'), ('BWare', '16355226302797'), ('Omni X', '16888600663443')]"
0x29fbb42a52d2da2dea4d32d7dc6247948c54f3642d756c76bb729d88449a77fa,[ 0x9e059a54699a285714207b43b055483e78faac25;0xcd37ca043f8479064e10635020c65ffc005d36f6;0xd56e4eab23cb81f43168f9f45211eb027b9ac7cc ],[ 0x133e9fb2d339d8428476a714b1113b024343811e;0x554833698ae0fb22ecc90b01222903fd62ca4b47;0x5b6735c66d97479ccd18294fc96b3084ecb2fa3f;0xa7b5189bca84cd304d8553977c7c614329750d99;0xb3ce0a5d132cd9bf965aba435e650c55edce0062;0xc2a0c36f5939a14966705c7cec813163faeea1f0;0xcdf31d62140204c08853b547e64707110fbc6680;0xdd7b5e1db4aafd5c8ec3b764efb8ed265aa5445b;0xeede111103535e473451311e26c3e6660b0f77e1 ],[ 16507618977267;16355226302797;16507618977267;17193386012384;16888600663443;16888600663443;16507618977267;16355226302797;16888600663443;16355226302797;16355226302797;16355226302797 ],"[('LayerZero Labs', '16507618977267'), ('Nethermind', '16355226302797'), ('Google Cloud', '16507618977267')]","[('BitGo', '16507618977267'), ('Canary', '16355226302797'), ('P2P', '16507618977267'), ('Horizen', '17193386012384'), ('BCW Group', '16888600663443'), ('Deutsche Telekom', '16888600663443'), ('Stargate', '16507618977267'), ('BWare', '16355226302797'), ('Omni X', '16888600663443')]"
0x30669fcea545c097a782d15143b911ffa5d512eb20ded2caa99d88e24696558e,[ 0x554833698ae0fb22ecc90b01222903fd62ca4b47;0x5b6735c66d97479ccd18294fc96b3084ecb2fa3f;0xc2a0c36f5939a14966705c7cec813163faeea1f0 ],[ ],[ 2312520000000;2312520000000;2312520000000 ],"[('Canary', '2312520000000'), ('P2P', '2312520000000'), ('Deutsche Telekom', '2312520000000')]","[('Unknown DVN', '2312520000000')]"
0xff800a93b9efb229ee11631a7d92a1684b0922d71d6fa680406c9ec31f4591ee,[ 0x554833698ae0fb22ecc90b01222903fd62ca4b47;0x5b6735c66d97479ccd18294fc96b3084ecb2fa3f;0xc2a0c36f5939a14966705c7cec813163faeea1f0 ],[ ],[ 2312520000000;2312520000000;2312520000000 ],"[('Canary', '2312520000000'), ('P2P', '2312520000000'), ('Deutsche Telekom', '2312520000000')]","[('Unknown DVN', '2312520000000')]"
0x76548c9a5792d105763ffe5600382b0cbca4d2cf5f5df25371fbf7212369ade6,[ 0x554833698ae0fb22ecc90b01222903fd62ca4b47;0x5b6735c66d97479ccd18294fc96b3084ecb2fa3f;0xc2a0c36f5939a14966705c7cec813163faeea1f0 ],[ ],[ 428175772467;428175772467;428175772467 ],"[('Canary', '428175772467'), ('P2P', '428175772467'), ('Deutsche Telekom', '428175772467')]","[('Unknown DVN', '428175772467')]"
0xaecb1de27449644d9a805db0a4c0dca931adc1267057ae82014b5031e6ecc880,[ 0x554833698ae0fb22ecc90b01222903fd62ca4b47;0x5b6735c66d97479ccd18294fc96b3084ecb2fa3f;0xc2a0c36f5939a14966705c7cec813163faeea1f0 ],[ ],[ 2302152000000;2302152000000;2302152000000 ],"[('Canary', '2302152000000'), ('P2P', '2302152000000'), ('Deutsche Telekom', '2302152000000')]","[('Unknown DVN', '2302152000000')]"
0xcabf83c339ddf5cb23724ea5945e7ffa0f90a20a86a4f3042e3a92b2720fccd0,[ 0x554833698ae0fb22ecc90b01222903fd62ca4b47;0x5b6735c66d97479ccd18294fc96b3084ecb2fa3f;0xc2a0c36f5939a14966705c7cec813163faeea1f0 ],[ ],[ 2306616000000;2306616000000;2306616000000 ],"[('Canary', '2306616000000'), ('P2P', '2306616000000'), ('Deutsche Telekom', '2306616000000')]","[('Unknown DVN', '2306616000000')]"
0xe31d522404a5eb1f3d601b210e14f0a56fd1c3fa2e86ec3ca2274bb32b144d38,[ 0x554833698ae0fb22ecc90b01222903fd62ca4b47;0x5b6735c66d97479ccd18294fc96b3084ecb2fa3f;0xc2a0c36f5939a14966705c7cec813163faeea1f0 ],[ ],[ 2311824000000;2311824000000;2311824000000 ],"[('Canary', '2311824000000'), ('P2P', '2311824000000'), ('Deutsche Telekom', '2311824000000')]","[('Unknown DVN', '2311824000000')]"
0x82e64843ed1f56cbbdb992198875c191f59b5d7a03e3272898c7a37633ce7e27,[ 0x554833698ae0fb22ecc90b01222903fd62ca4b47;0x5b6735c66d97479ccd18294fc96b3084ecb2fa3f;0xc2a0c36f5939a14966705c7cec813163faeea1f0 ],[ ],[ 2345808000000;2345808000000;2345808000000 ],"[('Canary', '2345808000000'), ('P2P', '2345808000000'), ('Deutsche Telekom', '2345808000000')]","[('Unknown DVN', '2345808000000')]"
0x7b69d7058932f91649b2b5cfdeb79c9a3130cbe8531f6901d121290e683b7e84,[ 0x554833698ae0fb22ecc90b01222903fd62ca4b47;0x5b6735c66d97479ccd18294fc96b3084ecb2fa3f;0xc2a0c36f5939a14966705c7cec813163faeea1f0 ],[ ],[ 2025875942454;2025875942454;2025875942454 ],"[('Canary', '2025875942454'), ('P2P', '2025875942454'), ('Deutsche Telekom', '2025875942454')]","[('Unknown DVN', '2025875942454')]"
0x6711fdf450d2caab8aef48e828aaa68a82d8ba52e2c775b6eb714cf1836df7ee,[ 0x554833698ae0fb22ecc90b01222903fd62ca4b47;0x5b6735c66d97479ccd18294fc96b3084ecb2fa3f;0xc2a0c36f5939a14966705c7cec813163faeea1f0 ],[ ],[ 2371748940000;2371748940000;2371748940000 ],"[('Canary', '2371748940000'), ('P2P', '2371748940000'), ('Deutsche Telekom', '2371748940000')]","[('Unknown DVN', '2371748940000')]"
0x7f73c966f21c31fa87833fb15e7788bf2db61e8d12904641973f5f567357940d,[ 0x554833698ae0fb22ecc90b01222903fd62ca4b47;0x5b6735c66d97479ccd18294fc96b3084ecb2fa3f;0xc2a0c36f5939a14966705c7cec813163faeea1f0 ],[ ],[ 2301972000000;2301972000000;2301972000000 ],"[('Canary', '2301972000000'), ('P2P', '2301972000000'), ('Deutsche Telekom', '2301972000000')]","[('Unknown DVN', '2301972000000')]"
0x6e13529759593fa9e144ea1c10542584bbf92ee27a5e3ef06ce5b9047444fe51,[ 0x9e059a54699a285714207b43b055483e78faac25;0xd56e4eab23cb81f43168f9f45211eb027b9ac7cc ],[ 0x554833698ae0fb22ecc90b01222903fd62ca4b47;0xa0af56164f02bdf9d75287ee77c568889f11d5f2;0xc2a0c36f5939a14966705c7cec813163faeea1f0 ],[ 310484038659438;310484038659438;317649743946318;317649743946318;317649743946318 ],"[('LayerZero Labs', '310484038659438'), ('Google Cloud', '310484038659438')]","[('Canary', '310484038659438'), ('Luganodes', '310484038659438'), ('Deutsche Telekom', '317649743946318')]"
0x071b453da4e4ec34672acc97cc8e169570d69b657779b565de2f84f42c6dd5c5,[ 0x554833698ae0fb22ecc90b01222903fd62ca4b47;0x5b6735c66d97479ccd18294fc96b3084ecb2fa3f;0xc2a0c36f5939a14966705c7cec813163faeea1f0 ],[ ],[ 7534304048400;7534304048400;7534304048400 ],"[('Canary', '7534304048400'), ('P2P', '7534304048400'), ('Deutsche Telekom', '7534304048400')]","[('Unknown DVN', '7534304048400')]"
0x2d56e6a0085fe4c367d13a20d22170ebd67c919fe926575988cbef8957b9f700,[ 0x554833698ae0fb22ecc90b01222903fd62ca4b47;0x5b6735c66d97479ccd18294fc96b3084ecb2fa3f;0xc2a0c36f5939a14966705c7cec813163faeea1f0 ],[ ],[ 3949202304000;3949202304000;3949202304000 ],"[('Canary', '3949202304000'), ('P2P', '3949202304000'), ('Deutsche Telekom', '3949202304000')]","[('Unknown DVN', '3949202304000')]"
0x42e5ae4a94e5e0f6932b00246725db7edfa17c25365f508f89edffd9e95c4ac6,[ 0x554833698ae0fb22ecc90b01222903fd62ca4b47;0x5b6735c66d97479ccd18294fc96b3084ecb2fa3f;0xc2a0c36f5939a14966705c7cec813163faeea1f0 ],[ ],[ 6831686707200;6831686707200;6831686707200 ],"[('Canary', '6831686707200'), ('P2P', '6831686707200'), ('Deutsche Telekom', '6831686707200')]","[('Unknown DVN', '6831686707200')]"
0xfd35c078d6c46db2c4afea25ec79ee0e8782640f7d7b096b2c7d189630e878b4,[ 0x554833698ae0fb22ecc90b01222903fd62ca4b47;0x5b6735c66d97479ccd18294fc96b3084ecb2fa3f;0xc2a0c36f5939a14966705c7cec813163faeea1f0 ],[ ],[ 10923569604000;10923569604000;10923569604000 ],"[('Canary', '10923569604000'), ('P2P', '10923569604000'), ('Deutsche Telekom', '10923569604000')]","[('Unknown DVN', '10923569604000')]"
0x3ed66124358148ac95647b5584949642afd142776c87d5f9305a5896b7adc315,[ 0x554833698ae0fb22ecc90b01222903fd62ca4b47;0x5b6735c66d97479ccd18294fc96b3084ecb2fa3f;0xc2a0c36f5939a14966705c7cec813163faeea1f0 ],[ ],[ 12505507608000;12505507608000;12505507608000 ],"[('Canary', '12505507608000'), ('P2P', '12505507608000'), ('Deutsche Telekom', '12505507608000')]","[('Unknown DVN', '12505507608000')]"
0xdc9ee8dfe871962319fa0c7dfd2b216d1e3606b274209c7918c18451e9adf3f3,[ 0x9e059a54699a285714207b43b055483e78faac25;0xcd37ca043f8479064e10635020c65ffc005d36f6;0xd56e4eab23cb81f43168f9f45211eb027b9ac7cc ],[ 0x133e9fb2d339d8428476a714b1113b024343811e;0x554833698ae0fb22ecc90b01222903fd62ca4b47;0x5b6735c66d97479ccd18294fc96b3084ecb2fa3f;0xa7b5189bca84cd304d8553977c7c614329750d99;0xb3ce0a5d132cd9bf965aba435e650c55edce0062;0xc2a0c36f5939a14966705c7cec813163faeea1f0;0xcdf31d62140204c08853b547e64707110fbc6680;0xdd7b5e1db4aafd5c8ec3b764efb8ed265aa5445b;0xeede111103535e473451311e26c3e6660b0f77e1 ],[ 11506823123342;11400596080372;11506823123342;11984844816705;11772390730766;11772390730766;11506823123342;11400596080372;11772390730766;11400596080372;11400596080372;11400596080372 ],"[('LayerZero Labs', '11506823123342'), ('Nethermind', '11400596080372'), ('Google Cloud', '11506823123342')]","[('BitGo', '11506823123342'), ('Canary', '11400596080372'), ('P2P', '11506823123342'), ('Horizen', '11984844816705'), ('BCW Group', '11772390730766'), ('Deutsche Telekom', '11772390730766'), ('Stargate', '11506823123342'), ('BWare', '11400596080372'), ('Omni X', '11772390730766')]"
0x5ec56d3469cbe2c24abd1a06d7c1c671b895f925abce0d0e2727abd788089c7b,[ 0x554833698ae0fb22ecc90b01222903fd62ca4b47;0x5b6735c66d97479ccd18294fc96b3084ecb2fa3f;0xc2a0c36f5939a14966705c7cec813163faeea1f0 ],[ ],[ 2361096000000;2361096000000;2361096000000 ],"[('Canary', '2361096000000'), ('P2P', '2361096000000'), ('Deutsche Telekom', '2361096000000')]","[('Unknown DVN', '2361096000000')]"
0x08e35346731fdef2843421a95d49a25715925922d8d6059ff4b710a473cb4fb0,[ 0x554833698ae0fb22ecc90b01222903fd62ca4b47;0x5b6735c66d97479ccd18294fc96b3084ecb2fa3f;0xc2a0c36f5939a14966705c7cec813163faeea1f0 ],[ ],[ 2361096000000;2361096000000;2361096000000 ],"[('Canary', '2361096000000'), ('P2P', '2361096000000'), ('Deutsche Telekom', '2361096000000')]","[('Unknown DVN', '2361096000000')]"
0x78bf113c9ff28d4306a17b22a770137d5ddf5de6ff98ad7f6a8e713aec8e9d67,[ 0x9e059a54699a285714207b43b055483e78faac25;0xd56e4eab23cb81f43168f9f45211eb027b9ac7cc ],[ 0x554833698ae0fb22ecc90b01222903fd62ca4b47;0xa0af56164f02bdf9d75287ee77c568889f11d5f2;0xc2a0c36f5939a14966705c7cec813163faeea1f0 ],[ 11506823123342;11506823123342;11772390730766;11772390730766;11772390730766 ],"[('LayerZero Labs', '11506823123342'), ('Google Cloud', '11506823123342')]","[('Canary', '11506823123342'), ('Luganodes', '11506823123342'), ('Deutsche Telekom', '11772390730766')]"
0x093ce567652b0a5f403a1c684d345b014e58a73709802a93583df933f3e7dbbc,[ 0x554833698ae0fb22ecc90b01222903fd62ca4b47;0x5b6735c66d97479ccd18294fc96b3084ecb2fa3f;0xc2a0c36f5939a14966705c7cec813163faeea1f0 ],[ ],[ 2322744000000;2322744000000;2322744000000 ],"[('Canary', '2322744000000'), ('P2P', '2322744000000'), ('Deutsche Telekom', '2322744000000')]","[('Unknown DVN', '2322744000000')]"
0x194440699e158ef6cf3c377644048a7033e6c7c5da74a18bc2acc4eead07732f,[ 0x554833698ae0fb22ecc90b01222903fd62ca4b47;0x5b6735c66d97479ccd18294fc96b3084ecb2fa3f;0xc2a0c36f5939a14966705c7cec813163faeea1f0 ],[ ],[ 2322744000000;2322744000000;2322744000000 ],"[('Canary', '2322744000000'), ('P2P', '2322744000000'), ('Deutsche Telekom', '2322744000000')]","[('Unknown DVN', '2322744000000')]"
0x65f5ca900087354415140562f3c381d9868830ce1f4d080b5d2e255b371c2ec8,[ 0x554833698ae0fb22ecc90b01222903fd62ca4b47;0x5b6735c66d97479ccd18294fc96b3084ecb2fa3f;0xc2a0c36f5939a14966705c7cec813163faeea1f0 ],[ ],[ 2322744000000;2322744000000;2322744000000 ],"[('Canary', '2322744000000'), ('P2P', '2322744000000'), ('Deutsche Telekom', '2322744000000')]","[('Unknown DVN', '2322744000000')]"
0x90f819b9a0d64a6e314b4a951591989ee66349afbba2cce4fef1b30a613bcf28,[ 0x554833698ae0fb22ecc90b01222903fd62ca4b47;0x5b6735c66d97479ccd18294fc96b3084ecb2fa3f;0xc2a0c36f5939a14966705c7cec813163faeea1f0 ],[ ],[ 2306940000000;2306940000000;2306940000000 ],"[('Canary', '2306940000000'), ('P2P', '2306940000000'), ('Deutsche Telekom', '2306940000000')]","[('Unknown DVN', '2306940000000')]"
0xae2b7931d0724466fe4baf785f4be34e968bd443dcff0d8cdf241e254361df24,[ 0x554833698ae0fb22ecc90b01222903fd62ca4b47;0x5b6735c66d97479ccd18294fc96b3084ecb2fa3f;0xc2a0c36f5939a14966705c7cec813163faeea1f0 ],[ ],[ 2300760000000;2300760000000;2300760000000 ],"[('Canary', '2300760000000'), ('P2P', '2300760000000'), ('Deutsche Telekom', '2300760000000')]","[('Unknown DVN', '2300760000000')]"
0xe92781bb0240c7d808beba9ca522c8e330c9820b357e693c273690e7729333f0,[ 0x9e059a54699a285714207b43b055483e78faac25;0xcd37ca043f8479064e10635020c65ffc005d36f6;0xd56e4eab23cb81f43168f9f45211eb027b9ac7cc ],[ 0x133e9fb2d339d8428476a714b1113b024343811e;0x554833698ae0fb22ecc90b01222903fd62ca4b47;0x5b6735c66d97479ccd18294fc96b3084ecb2fa3f;0xa7b5189bca84cd304d8553977c7c614329750d99;0xb3ce0a5d132cd9bf965aba435e650c55edce0062;0xc2a0c36f5939a14966705c7cec813163faeea1f0;0xcdf31d62140204c08853b547e64707110fbc6680;0xdd7b5e1db4aafd5c8ec3b764efb8ed265aa5445b;0xeede111103535e473451311e26c3e6660b0f77e1 ],[ 106708976876854;105723876215235;106708976876854;111141929854141;109171728530902;109171728530902;106708976876854;105723876215235;109171728530902;105723876215235;105723876215235;105723876215235 ],"[('LayerZero Labs', '106708976876854'), ('Nethermind', '105723876215235'), ('Google Cloud', '106708976876854')]","[('BitGo', '106708976876854'), ('Canary', '105723876215235'), ('P2P', '106708976876854'), ('Horizen', '111141929854141'), ('BCW Group', '109171728530902'), ('Deutsche Telekom', '109171728530902'), ('Stargate', '106708976876854'), ('BWare', '105723876215235'), ('Omni X', '109171728530902')]"
0xfdbcde3803eff02e7d0a162d13e2eee3646368754b460921dda9a6510554e4bd,[ 0x554833698ae0fb22ecc90b01222903fd62ca4b47;0x5b6735c66d97479ccd18294fc96b3084ecb2fa3f;0xc2a0c36f5939a14966705c7cec813163faeea1f0 ],[ ],[ 2374348800000;2374348800000;2374348800000 ],"[('Canary', '2374348800000'), ('P2P', '2374348800000'), ('Deutsche Telekom', '2374348800000')]","[('Unknown DVN', '2374348800000')]"
0x1cb2da5030c312d17fa2fbc6e1c2bdcb0de5b13c2b1df7e0a280ded874a5e703,[ 0x554833698ae0fb22ecc90b01222903fd62ca4b47;0x5b6735c66d97479ccd18294fc96b3084ecb2fa3f;0xc2a0c36f5939a14966705c7cec813163faeea1f0 ],[ ],[ 4572715014000;4572715014000;4572715014000 ],"[('Canary', '4572715014000'), ('P2P', '4572715014000'), ('Deutsche Telekom', '4572715014000')]","[('Unknown DVN', '4572715014000')]"
0x2832033bb13adf8cf7ac762dc014b846807a04e8d7265c4f1e810ccc2a169f5d,[ 0x9e059a54699a285714207b43b055483e78faac25;0xcd37ca043f8479064e10635020c65ffc005d36f6;0xd56e4eab23cb81f43168f9f45211eb027b9ac7cc ],[ 0x133e9fb2d339d8428476a714b1113b024343811e;0x554833698ae0fb22ecc90b01222903fd62ca4b47;0x5b6735c66d97479ccd18294fc96b3084ecb2fa3f;0xa7b5189bca84cd304d8553977c7c614329750d99;0xb3ce0a5d132cd9bf965aba435e650c55edce0062;0xc2a0c36f5939a14966705c7cec813163faeea1f0;0xcdf31d62140204c08853b547e64707110fbc6680;0xdd7b5e1db4aafd5c8ec3b764efb8ed265aa5445b;0xeede111103535e473451311e26c3e6660b0f77e1 ],[ 39657565341231;39291460304905;39657565341231;41305038004700;40572827932047;40572827932047;39657565341231;39291460304905;40572827932047;39291460304905;39291460304905;39291460304905 ],"[('LayerZero Labs', '39657565341231'), ('Nethermind', '39291460304905'), ('Google Cloud', '39657565341231')]","[('BitGo', '39657565341231'), ('Canary', '39291460304905'), ('P2P', '39657565341231'), ('Horizen', '41305038004700'), ('BCW Group', '40572827932047'), ('Deutsche Telekom', '40572827932047'), ('Stargate', '39657565341231'), ('BWare', '39291460304905'), ('Omni X', '40572827932047')]"
0xee674ea24587e6864e1e4bfc2ce49f809d55d2d51ffe437056ae301a793bf3d6,[ 0x554833698ae0fb22ecc90b01222903fd62ca4b47;0x5b6735c66d97479ccd18294fc96b3084ecb2fa3f;0xc2a0c36f5939a14966705c7cec813163faeea1f0 ],[ ],[ 2941259126400;2941259126400;2941259126400 ],"[('Canary', '2941259126400'), ('P2P', '2941259126400'), ('Deutsche Telekom', '2941259126400')]","[('Unknown DVN', '2941259126400')]"
0xfd2639ba19e1e4ffd5fe3de6148e445e9f71d531328b0a9ee15481d05506b960,[ 0x9e059a54699a285714207b43b055483e78faac25;0xcd37ca043f8479064e10635020c65ffc005d36f6;0xd56e4eab23cb81f43168f9f45211eb027b9ac7cc ],[ 0x133e9fb2d339d8428476a714b1113b024343811e;0x554833698ae0fb22ecc90b01222903fd62ca4b47;0x5b6735c66d97479ccd18294fc96b3084ecb2fa3f;0xa7b5189bca84cd304d8553977c7c614329750d99;0xb3ce0a5d132cd9bf965aba435e650c55edce0062;0xc2a0c36f5939a14966705c7cec813163faeea1f0;0xcdf31d62140204c08853b547e64707110fbc6680;0xdd7b5e1db4aafd5c8ec3b764efb8ed265aa5445b;0xeede111103535e473451311e26c3e6660b0f77e1 ],[ 131146929308892;129936225855324;131146929308892;136595094849948;134173687942812;134173687942812;131146929308892;129936225855324;134173687942812;129936225855324;129936225855324;129936225855324 ],"[('LayerZero Labs', '131146929308892'), ('Nethermind', '129936225855324'), ('Google Cloud', '131146929308892')]","[('BitGo', '131146929308892'), ('Canary', '129936225855324'), ('P2P', '131146929308892'), ('Horizen', '136595094849948'), ('BCW Group', '134173687942812'), ('Deutsche Telekom', '134173687942812'), ('Stargate', '131146929308892'), ('BWare', '129936225855324'), ('Omni X', '134173687942812')]"
0x623981ab19e2ef295f3baad9dfee2e055541053ffa19c6e6b75548e0568294c8,[ 0x9e059a54699a285714207b43b055483e78faac25;0xd56e4eab23cb81f43168f9f45211eb027b9ac7cc ],[ 0x554833698ae0fb22ecc90b01222903fd62ca4b47;0xa0af56164f02bdf9d75287ee77c568889f11d5f2;0xc2a0c36f5939a14966705c7cec813163faeea1f0 ],[ 33328096619798;33328096619798;34097280501782;34097280501782;34097280501782 ],"[('LayerZero Labs', '33328096619798'), ('Google Cloud', '33328096619798')]","[('Canary', '33328096619798'), ('Luganodes', '33328096619798'), ('Deutsche Telekom', '34097280501782')]"
0xa2e01c02ee9e407ae538bee2596a67519cb0159b8d6daf943c72f02ceb693626,[ 0x554833698ae0fb22ecc90b01222903fd62ca4b47;0x5b6735c66d97479ccd18294fc96b3084ecb2fa3f;0xc2a0c36f5939a14966705c7cec813163faeea1f0 ],[ ],[ 3270530790000;3270530790000;3270530790000 ],"[('Canary', '3270530790000'), ('P2P', '3270530790000'), ('Deutsche Telekom', '3270530790000')]","[('Unknown DVN', '3270530790000')]"
0xca3661f9b810cda5f3cedb4d0ed7cd92f6abb350035fc6d3d250079fad0b89b7,[ 0x554833698ae0fb22ecc90b01222903fd62ca4b47;0x5b6735c66d97479ccd18294fc96b3084ecb2fa3f;0xc2a0c36f5939a14966705c7cec813163faeea1f0 ],[ ],[ 3270530790000;3270530790000;3270530790000 ],"[('Canary', '3270530790000'), ('P2P', '3270530790000'), ('Deutsche Telekom', '3270530790000')]","[('Unknown DVN', '3270530790000')]"
0xdeab6932fd90943770da03ceabad3ce044721302101aa8d2b6f49d44c01eca52,[ 0x554833698ae0fb22ecc90b01222903fd62ca4b47;0x5b6735c66d97479ccd18294fc96b3084ecb2fa3f;0xc2a0c36f5939a14966705c7cec813163faeea1f0 ],[ ],[ 2339535748608;2339535748608;2339535748608 ],"[('Canary', '2339535748608'), ('P2P', '2339535748608'), ('Deutsche Telekom', '2339535748608')]","[('Unknown DVN', '2339535748608')]"
0x4bcc3ddd3a08f061349a3817f99db8d5f142caefa64e3194f7c743c0ebcbf853,[ 0x554833698ae0fb22ecc90b01222903fd62ca4b47;0x5b6735c66d97479ccd18294fc96b3084ecb2fa3f;0xc2a0c36f5939a14966705c7cec813163faeea1f0 ],[ ],[ 2371988934000;2371988934000;2371988934000 ],"[('Canary', '2371988934000'), ('P2P', '2371988934000'), ('Deutsche Telekom', '2371988934000')]","[('Unknown DVN', '2371988934000')]"
0x3ce7d05f6b1b389ab7da701602931fd93fbf5f8d68927f94a321c6defb50149e,[ 0x554833698ae0fb22ecc90b01222903fd62ca4b47;0x5b6735c66d97479ccd18294fc96b3084ecb2fa3f;0xc2a0c36f5939a14966705c7cec813163faeea1f0 ],[ ],[ 2371988934000;2371988934000;2371988934000 ],"[('Canary', '2371988934000'), ('P2P', '2371988934000'), ('Deutsche Telekom', '2371988934000')]","[('Unknown DVN', '2371988934000')]"
